"","geneNames","geneCounts","NC"
"4457","group_3462",1,0
"4458","group_3463",1,0
"4459","group_3464",1,0
"4460","group_3468",1,0
"4461","group_3470",1,0
"4462","group_3482",2,0
"4463","dpnA_2",1,0
"4464","group_3573",1,0
"4465","group_3574",1,0
"4466","group_3575",1,0
"4467","group_3582",3,0
"4468","group_3583",3,0
"4469","ecoRIIR",3,0
"4470","group_3585",3,0
"4471","group_3586",3,0
"4472","group_3587",3,0
"4473","dcm",3,0
"4474","group_3589",3,0
"4475","group_3590",3,0
"4476","group_3591",3,0
"4477","group_3592",3,0
"4478","group_3593",3,0
"4479","group_3594",3,0
"4480","group_3595",3,0
"4481","group_3596",3,0
"4482","group_3597",3,0
"4483","group_3598",3,0
"4484","group_3599",3,0
"4485","group_3600",3,0
"4486","group_3601",3,0
"4487","group_3602",3,0
"4488","group_3603",3,0
"4489","group_3604",3,0
"4490","group_3605",3,0
"4491","group_3606",3,0
"4492","group_3607",3,0
"4493","group_3608",3,0
"4494","group_3609",3,0
"4495","group_3610",3,0
"4496","group_3611",3,0
"4497","group_3612",3,0
"4498","group_3613",3,0
"4499","group_3614",3,0
"4500","group_3615",3,0
"4501","csrA2_2",3,0
"4502","group_3617",3,0
"4503","group_3618",3,0
"4504","lexA_3",3,0
"4505","group_3620",3,0
"4506","group_3621",3,0
"4507","group_3622",3,0
"4508","group_3623",3,0
"4509","group_3624",3,0
"4510","group_3625",3,0
"4511","group_3626",3,0
"4512","group_3627",3,0
"4513","group_3629",1,0
"4514","group_3630",1,0
"4515","group_3653",0,0
"4516","group_367",1,0
"4517","group_3783",0,0
"4518","group_3784",0,0
"4519","group_3785",0,0
"4520","group_3786",0,0
"4521","group_3787",0,0
"4522","group_3793",0,0
"4523","group_3796",1,0
"4524","group_3797",1,0
"4525","group_3821",0,0
"4526","group_3822",0,0
"4527","yvdD",0,0
"4528","group_3826",0,0
"4529","group_3827",0,0
"4530","group_3828",0,0
"4531","group_3829",0,0
"4532","group_3830",0,0
"4533","group_3831",0,0
"4534","group_3833",0,0
"4535","group_3834",0,0
"4536","group_3835",0,0
"4537","group_3836",0,0
"4538","group_3837",0,0
"4539","group_3838",0,0
"4540","group_3840",0,0
"4541","group_3841",0,0
"4542","group_3842",0,0
"4543","group_3843",0,0
"4544","group_3844",0,0
"4545","group_3845",0,0
"4546","group_3846",0,0
"4547","group_3847",0,0
"4548","group_387",0,0
"4549","group_391",1,0
"4550","group_4049",0,0
"4551","group_4119",1,0
"4552","group_4120",1,0
"4553","group_4145",2,0
"4554","group_4146",2,0
"4555","group_4154",0,0
"4556","group_4207",0,0
"4557","group_4209",0,0
"4558","group_4210",0,0
"4559","group_4211",0,0
"4560","group_4212",0,0
"4561","group_4213",0,0
"4562","group_4226",0,0
"4563","group_4346",2,0
"4564","group_4553",1,0
"4565","group_4626",0,0
"4566","group_478",2,0
"4567","group_49",1,0
"4568","mobA_2",2,0
"4569","group_495",1,0
"4570","group_549",0,0
"4571","group_5767",0,0
"4572","group_5768",0,0
"4573","group_58",1,0
"4574","group_60",0,0
"4575","group_61",0,0
"4576","group_6265",0,0
"4577","group_663",0,0
"4578","group_666",1,0
"4579","group_6698",0,0
"4580","group_76",1,0
"4581","group_795",0,0
"4582","group_798",0,0
"4583","group_800",0,0
"4584","group_86",2,0
"4585","group_901",0,0
"4586","group_903",0,0
"4587","group_93",1,0
"4588","group_973",0,0
"4589","group_1003",1,0
"4590","topB_1",1,0
"4591","group_1056",0,0
"4592","group_1058",0,0
"4593","group_1060",0,0
"4594","umuC_1",0,0
"4595","group_144",0,0
"4596","group_15",0,0
"4597","group_175",0,0
"4598","group_2",0,0
"4599","group_2042",1,0
"4600","group_2044",1,0
"4601","dtpA_6",1,0
"4602","group_2047",1,0
"4603","group_2048",2,0
"4604","group_2050",1,0
"4605","group_2051",1,0
"4606","group_2052",1,0
"4607","group_2055",2,0
"4608","group_2057",1,0
"4609","group_2059",0,0
"4610","group_2062",1,0
"4611","group_2063",1,0
"4612","group_2064",1,0
"4613","group_2065",1,0
"4614","traC_4",1,0
"4615","group_2081",1,0
"4616","csy3_1",1,0
"4617","group_2209",1,0
"4618","group_2210",1,0
"4619","group_2211",1,0
"4620","group_2212",1,0
"4621","group_2213",1,0
"4622","group_2214",1,0
"4623","group_2216",1,0
"4624","group_2217",1,0
"4625","group_2218",2,0
"4626","group_2231",1,0
"4627","group_2232",1,0
"4628","group_2233",1,0
"4629","group_2234",1,0
"4630","group_2237",0,0
"4631","group_2239",0,0
"4632","group_2240",0,0
"4633","group_2241",0,0
"4634","group_2256",0,0
"4635","group_2264",0,0
"4636","group_2275",0,0
"4637","group_2277",1,0
"4638","gmm",1,0
"4639","group_2279",1,0
"4640","group_2280",1,0
"4641","group_2281",1,0
"4642","group_2286",1,0
"4643","artI",1,0
"4644","group_2288",0,0
"4645","group_2289",0,0
"4646","yhaO",1,0
"4647","group_2294",2,0
"4648","group_2303",2,0
"4649","group_2312",1,0
"4650","group_2313",1,0
"4651","group_2314",1,0
"4652","group_2315",1,0
"4653","group_2317",0,0
"4654","group_2318",0,0
"4655","group_2319",0,0
"4656","group_2320",0,0
"4657","group_2322",2,0
"4658","group_2323",1,0
"4659","group_2324",0,0
"4660","group_2327",0,0
"4661","group_2330",0,0
"4662","group_2331",0,0
"4663","group_2332",0,0
"4664","group_2333",0,0
"4665","group_2334",0,0
"4666","group_2335",0,0
"4667","group_2337",0,0
"4668","degU",0,0
"4669","group_2339",0,0
"4670","group_2341",0,0
"4671","group_2342",0,0
"4672","cynR_4",0,0
"4673","group_2344",0,0
"4674","group_2345",0,0
"4675","group_2346",0,0
"4676","group_2347",0,0
"4677","group_2348",0,0
"4678","group_2349",0,0
"4679","group_2350",0,0
"4680","group_255",1,0
"4681","group_257",1,0
"4682","yedK_1",0,0
"4683","spo0C",2,0
"4684","group_2967",2,0
"4685","group_2968",2,0
"4686","group_2970",1,0
"4687","group_2971",1,0
"4688","group_2973",1,0
"4689","group_2974",1,0
"4690","group_2975",1,0
"4691","group_2976",1,0
"4692","group_2977",1,0
"4693","group_2978",1,0
"4694","sdeA_10",0,0
"4695","group_2989",1,0
"4696","group_2997",1,0
"4697","group_2999",1,0
"4698","cadA_2",0,0
"4699","group_332",0,0
"4700","group_342",1,0
"4701","group_3481",1,0
"4702","group_3484",2,0
"4703","group_3499",2,0
"4704","group_3628",1,0
"4705","group_3631",1,0
"4706","group_3637",0,0
"4707","group_3638",0,0
"4708","group_3639",0,0
"4709","group_3645",0,0
"4710","group_3651",0,0
"4711","ctpF_1",0,0
"4712","group_3654",0,0
"4713","group_3710",0,0
"4714","group_3711",0,0
"4715","group_3712",0,0
"4716","group_3713",0,0
"4717","group_3714",0,0
"4718","group_3715",0,0
"4719","group_3716",0,0
"4720","group_3717",0,0
"4721","group_3718",0,0
"4722","group_3719",0,0
"4723","group_3720",0,0
"4724","group_3721",0,0
"4725","group_3722",0,0
"4726","hypF_2",0,0
"4727","group_3773",1,0
"4728","group_3775",1,0
"4729","group_3776",1,0
"4730","group_3777",1,0
"4731","group_3778",1,0
"4732","group_3780",2,0
"4733","group_3781",2,0
"4734","group_3782",0,0
"4735","group_3788",0,0
"4736","group_3789",0,0
"4737","ybaL",0,0
"4738","group_3839",0,0
"4739","group_3875",0,0
"4740","group_3876",0,0
"4741","group_3891",1,0
"4742","group_3892",1,0
"4743","group_3893",1,0
"4744","group_3894",1,0
"4745","group_3895",1,0
"4746","group_3896",1,0
"4747","group_3897",1,0
"4748","group_3898",1,0
"4749","group_3899",1,0
"4750","group_3900",1,0
"4751","group_3901",1,0
"4752","group_3902",1,0
"4753","group_3903",1,0
"4754","group_3904",1,0
"4755","group_3905",1,0
"4756","group_3906",1,0
"4757","group_3907",1,0
"4758","group_3908",1,0
"4759","group_3909",1,0
"4760","group_3910",1,0
"4761","group_3911",1,0
"4762","group_3912",1,0
"4763","group_3913",1,0
"4764","group_3914",1,0
"4765","group_3915",1,0
"4766","group_3916",1,0
"4767","group_3917",1,0
"4768","group_3918",1,0
"4769","group_3919",1,0
"4770","group_3920",1,0
"4771","group_3921",1,0
"4772","group_3922",1,0
"4773","group_3923",1,0
"4774","group_3924",1,0
"4775","group_3925",1,0
"4776","ousA",1,0
"4777","group_3927",1,0
"4778","group_3928",1,0
"4779","group_3929",1,0
"4780","group_3930",1,0
"4781","intQ_1",1,0
"4782","group_3936",0,0
"4783","group_3984",1,0
"4784","group_3997",1,0
"4785","group_3998",1,0
"4786","group_3999",1,0
"4787","group_4000",1,0
"4788","nmtR",1,0
"4789","group_4002",1,0
"4790","group_4003",1,0
"4791","group_4004",1,0
"4792","group_4005",1,0
"4793","group_4009",0,0
"4794","group_4025",1,0
"4795","group_4045",0,0
"4796","group_4055",0,0
"4797","czcA_3",0,0
"4798","group_4060",0,0
"4799","group_4061",0,0
"4800","group_4062",0,0
"4801","group_4063",0,0
"4802","group_4064",0,0
"4803","group_4065",0,0
"4804","group_4066",0,0
"4805","group_4067",0,0
"4806","group_4068",0,0
"4807","group_4069",0,0
"4808","group_4070",2,0
"4809","group_4071",2,0
"4810","group_4114",1,0
"4811","group_4115",1,0
"4812","group_4116",1,0
"4813","group_4117",1,0
"4814","group_4142",2,0
"4815","group_4147",1,0
"4816","group_4208",0,0
"4817","group_4214",0,0
"4818","group_4215",0,0
"4819","group_4216",0,0
"4820","group_4217",0,0
"4821","group_4218",0,0
"4822","group_4219",0,0
"4823","hlyU",0,0
"4824","group_4221",0,0
"4825","group_4222",0,0
"4826","trxC_2",0,0
"4827","group_4224",0,0
"4828","group_4225",0,0
"4829","mutT_2",0,0
"4830","group_4228",0,0
"4831","group_4229",0,0
"4832","group_4230",0,0
"4833","znuC",0,0
"4834","znuB",0,0
"4835","group_4233",0,0
"4836","dgcZ",0,0
"4837","group_4235",0,0
"4838","group_4236",0,0
"4839","group_4237",0,0
"4840","group_4238",0,0
"4841","group_4239",0,0
"4842","blh_1",0,0
"4843","group_4241",0,0
"4844","ygaP",0,0
"4845","group_4243",0,0
"4846","group_4244",0,0
"4847","group_4245",0,0
"4848","group_4246",0,0
"4849","group_4247",0,0
"4850","group_4254",2,0
"4851","group_4255",1,0
"4852","group_4256",0,0
"4853","group_4257",0,0
"4854","group_4258",0,0
"4855","group_4312",2,0
"4856","group_4313",2,0
"4857","group_4314",2,0
"4858","group_4315",2,0
"4859","group_4316",2,0
"4860","group_4318",1,0
"4861","group_432",0,0
"4862","group_4320",2,0
"4863","group_4321",2,0
"4864","group_4322",2,0
"4865","group_4323",2,0
"4866","group_4324",2,0
"4867","group_4325",2,0
"4868","group_4326",2,0
"4869","group_4327",2,0
"4870","group_4328",2,0
"4871","group_4329",2,0
"4872","group_433",2,0
"4873","group_4330",2,0
"4874","ptlH_2",2,0
"4875","group_4332",2,0
"4876","group_4333",2,0
"4877","group_4334",2,0
"4878","group_4335",2,0
"4879","group_4336",2,0
"4880","group_4337",2,0
"4881","group_4338",2,0
"4882","group_4339",2,0
"4883","group_4340",2,0
"4884","group_4341",2,0
"4885","group_4342",2,0
"4886","group_4343",2,0
"4887","group_4344",2,0
"4888","group_4400",2,0
"4889","group_4416",1,0
"4890","group_4418",1,0
"4891","group_4498",1,0
"4892","group_4499",1,0
"4893","group_4500",1,0
"4894","group_4501",1,0
"4895","group_4502",1,0
"4896","group_4503",1,0
"4897","group_4504",1,0
"4898","group_4505",1,0
"4899","group_4506",1,0
"4900","group_4507",1,0
"4901","group_4508",1,0
"4902","group_4509",1,0
"4903","group_4510",1,0
"4904","group_4511",1,0
"4905","group_4512",1,0
"4906","group_4513",1,0
"4907","group_4514",1,0
"4908","group_4515",1,0
"4909","group_4516",1,0
"4910","group_4517",1,0
"4911","group_4554",1,0
"4912","group_4555",1,0
"4913","group_465",1,0
"4914","group_4713",0,0
"4915","group_4780",0,0
"4916","group_4926",0,0
"4917","group_4950",0,0
"4918","group_4951",0,0
"4919","group_4952",0,0
"4920","group_4953",0,0
"4921","group_4954",0,0
"4922","group_4955",0,0
"4923","group_4956",0,0
"4924","group_4965",0,0
"4925","group_4966",0,0
"4926","group_4967",0,0
"4927","group_4968",0,0
"4928","group_4969",0,0
"4929","group_4970",0,0
"4930","group_4971",0,0
"4931","group_4972",0,0
"4932","group_4973",0,0
"4933","group_4974",0,0
"4934","group_4991",0,0
"4935","group_4992",0,0
"4936","group_4996",0,0
"4937","group_5061",0,0
"4938","group_5069",0,0
"4939","group_5082",0,0
"4940","group_5118",0,0
"4941","group_518",1,0
"4942","mdtH",0,0
"4943","group_55",1,0
"4944","group_5573",0,0
"4945","group_5886",0,0
"4946","group_63",1,0
"4947","group_640",1,0
"4948","astB_1",0,0
"4949","group_70",0,0
"4950","group_71",1,0
"4951","ptlH_3",0,0
"4952","group_8",0,0
"4953","iga",0,0
"4954","group_892",2,0
"4955","group_956",1,0
"4956","group_974",0,0
"4957","group_10",0,0
"4958","group_101",1,0
"4959","group_1013",1,0
"4960","group_1020",1,0
"4961","group_1025",0,0
"4962","group_1026",0,0
"4963","group_1027",0,0
"4964","group_1028",0,0
"4965","group_1029",0,0
"4966","group_1030",0,0
"4967","group_1042",1,0
"4968","ltrA_1",1,0
"4969","group_1044",1,0
"4970","group_1045",1,0
"4971","group_1046",1,0
"4972","group_1047",1,0
"4973","topB_2",0,0
"4974","group_1057",0,0
"4975","group_1059",0,0
"4976","group_1061",0,0
"4977","group_11",0,0
"4978","group_111",1,0
"4979","group_12",0,0
"4980","group_1249",1,0
"4981","group_1258",1,0
"4982","group_132",1,0
"4983","group_141",0,0
"4984","group_152",0,0
"4985","group_16",0,0
"4986","group_169",1,0
"4987","group_172",0,0
"4988","group_1722",0,0
"4989","group_1724",0,0
"4990","group_1731",1,0
"4991","group_188",0,0
"4992","group_19",1,0
"4993","group_194",0,0
"4994","group_196",1,0
"4995","group_2022",1,0
"4996","group_2060",0,0
"4997","group_2085",0,0
"4998","group_2086",0,0
"4999","hpaIIM_2",1,0
"5000","group_2113",1,0
"5001","group_2175",1,0
"5002","group_2177",1,0
"5003","cas6f_1",0,0
"5004","csy2_1",0,0
"5005","csy1_1",0,0
"5006","cas3_1",0,0
"5007","cas1_1",0,0
"5008","group_2196",0,0
"5009","virB9_2",1,0
"5010","tnpA_2",0,0
"5011","tnpA_3",0,0
"5012","tnpA_4",0,0
"5013","group_226",0,0
"5014","tnpA_7",0,0
"5015","tnpA_6",0,0
"5016","group_2310",1,0
"5017","group_2311",1,0
"5018","group_2325",0,0
"5019","group_2326",0,0
"5020","group_2352",0,0
"5021","group_2353",0,0
"5022","group_2354",0,0
"5023","group_2355",0,0
"5024","group_2356",0,0
"5025","group_2357",0,0
"5026","group_24",0,0
"5027","group_246",1,0
"5028","group_248",1,0
"5029","group_254",0,0
"5030","group_2584",0,0
"5031","group_26",1,0
"5032","group_286",1,0
"5033","group_288",1,0
"5034","virB6_2",1,0
"5035","group_292",0,0
"5036","group_2932",1,0
"5037","group_2933",1,0
"5038","group_294",0,0
"5039","group_295",0,0
"5040","group_2951",1,0
"5041","group_2952",1,0
"5042","group_2953",1,0
"5043","group_2954",1,0
"5044","group_2957",1,0
"5045","group_2958",1,0
"5046","group_2959",1,0
"5047","group_296",0,0
"5048","group_2960",1,0
"5049","group_2961",1,0
"5050","group_2965",1,0
"5051","proS_2",1,0
"5052","group_2979",1,0
"5053","group_2980",1,0
"5054","group_2981",1,0
"5055","group_2982",1,0
"5056","group_2983",1,0
"5057","srkA_6",1,0
"5058","ribT",1,0
"5059","group_2986",1,0
"5060","group_2987",1,0
"5061","group_2988",1,0
"5062","group_2991",1,0
"5063","ddpX_2",1,0
"5064","group_2993",1,0
"5065","group_2994",1,0
"5066","tetD",1,0
"5067","group_2996",1,0
"5068","group_2998",1,0
"5069","group_3",0,0
"5070","group_3000",1,0
"5071","group_3001",1,0
"5072","group_3002",1,0
"5073","group_3033",1,0
"5074","group_3034",1,0
"5075","group_3037",1,0
"5076","group_3064",0,0
"5077","group_3065",0,0
"5078","group_309",0,0
"5079","group_3109",0,0
"5080","vsr_2",1,0
"5081","group_320",1,0
"5082","group_3201",0,0
"5083","group_322",1,0
"5084","group_328",0,0
"5085","group_329",0,0
"5086","virB8_2",1,0
"5087","group_330",0,0
"5088","group_331",0,0
"5089","group_333",0,0
"5090","group_3330",1,0
"5091","group_3332",1,0
"5092","group_3334",1,0
"5093","group_3336",1,0
"5094","group_3338",1,0
"5095","group_334",0,0
"5096","group_3340",1,0
"5097","group_3342",1,0
"5098","group_3344",1,0
"5099","group_3346",1,0
"5100","group_3348",1,0
"5101","group_3350",1,0
"5102","group_3352",1,0
"5103","group_3354",1,0
"5104","group_3356",1,0
"5105","group_3357",0,0
"5106","group_337",1,0
"5107","group_3423",0,0
"5108","group_344",0,0
"5109","group_3440",0,0
"5110","group_3441",0,0
"5111","group_3442",0,0
"5112","group_3443",0,0
"5113","group_3444",0,0
"5114","group_3445",0,0
"5115","group_3446",0,0
"5116","group_3447",0,0
"5117","group_3448",0,0
"5118","group_3449",0,0
"5119","dgt_1",0,0
"5120","recD2_1",0,0
"5121","group_3480",0,0
"5122","group_3483",1,0
"5123","group_3485",1,0
"5124","tadA_3",1,0
"5125","group_3487",1,0
"5126","group_3488",1,0
"5127","group_3489",1,0
"5128","group_3490",1,0
"5129","group_3491",1,0
"5130","group_3492",1,0
"5131","group_3493",1,0
"5132","group_3494",1,0
"5133","group_3495",1,0
"5134","group_3496",1,0
"5135","group_3497",1,0
"5136","group_3498",1,0
"5137","group_3500",1,0
"5138","group_3501",1,0
"5139","immA",1,0
"5140","group_355",0,0
"5141","group_3556",0,0
"5142","group_3557",0,0
"5143","hsdS_2",0,0
"5144","group_3559",0,0
"5145","group_3560",0,0
"5146","group_3561",0,0
"5147","group_3562",0,0
"5148","group_3563",0,0
"5149","group_3564",0,0
"5150","group_3565",0,0
"5151","group_3566",0,0
"5152","group_3567",0,0
"5153","group_3568",0,0
"5154","group_3569",0,0
"5155","traJ_3",0,0
"5156","group_358",0,0
"5157","group_3640",0,0
"5158","group_3641",0,0
"5159","group_3642",0,0
"5160","group_3643",0,0
"5161","group_3644",0,0
"5162","group_3646",0,0
"5163","group_3647",0,0
"5164","group_3648",0,0
"5165","group_3649",0,0
"5166","group_3650",0,0
"5167","group_3655",0,0
"5168","group_3656",0,0
"5169","group_3658",1,0
"5170","group_3659",1,0
"5171","group_3660",1,0
"5172","group_3661",1,0
"5173","group_3662",1,0
"5174","group_3663",1,0
"5175","group_37",1,0
"5176","group_3723",0,0
"5177","group_3774",1,0
"5178","group_3779",1,0
"5179","group_3798",0,0
"5180","group_3799",0,0
"5181","group_38",1,0
"5182","group_3801",0,0
"5183","group_3802",0,0
"5184","group_3856",0,0
"5185","group_3857",0,0
"5186","group_3858",0,0
"5187","group_3859",0,0
"5188","group_3860",0,0
"5189","group_3861",0,0
"5190","group_3862",0,0
"5191","group_3863",0,0
"5192","group_3864",0,0
"5193","group_3865",0,0
"5194","group_3866",0,0
"5195","group_3867",0,0
"5196","group_3868",0,0
"5197","yhdJ",0,0
"5198","group_3870",0,0
"5199","group_3871",0,0
"5200","group_3872",0,0
"5201","group_3873",0,0
"5202","group_3874",0,0
"5203","group_3877",0,0
"5204","group_3878",0,0
"5205","group_3879",0,0
"5206","gatA_1",1,0
"5207","group_3886",1,0
"5208","group_3887",1,0
"5209","group_3888",1,0
"5210","group_3889",1,0
"5211","group_3890",1,0
"5212","group_3932",0,0
"5213","group_3933",0,0
"5214","group_3934",0,0
"5215","group_3935",0,0
"5216","group_3937",0,0
"5217","group_3938",0,0
"5218","group_3939",0,0
"5219","group_3940",0,0
"5220","group_3941",0,0
"5221","group_3944",0,0
"5222","group_3945",0,0
"5223","group_3946",0,0
"5224","group_3947",0,0
"5225","group_3948",0,0
"5226","group_3949",0,0
"5227","group_3950",0,0
"5228","group_3951",0,0
"5229","group_3952",0,0
"5230","group_3953",0,0
"5231","group_3954",0,0
"5232","group_3955",0,0
"5233","group_3956",0,0
"5234","group_3957",0,0
"5235","group_3958",0,0
"5236","group_3959",0,0
"5237","group_3960",0,0
"5238","group_3961",0,0
"5239","group_3962",0,0
"5240","group_3963",0,0
"5241","group_3964",0,0
"5242","group_3965",0,0
"5243","group_3966",0,0
"5244","group_3967",0,0
"5245","group_3968",0,0
"5246","group_3969",0,0
"5247","group_397",0,0
"5248","group_3970",0,0
"5249","group_3971",0,0
"5250","group_3972",0,0
"5251","group_3973",0,0
"5252","group_3974",0,0
"5253","group_3975",0,0
"5254","group_3976",0,0
"5255","group_3977",0,0
"5256","group_3978",0,0
"5257","group_3979",0,0
"5258","group_3980",0,0
"5259","group_3981",0,0
"5260","group_3982",0,0
"5261","group_3983",0,0
"5262","group_3985",0,0
"5263","group_3986",0,0
"5264","group_3987",0,0
"5265","group_3988",0,0
"5266","group_3989",0,0
"5267","group_3990",0,0
"5268","group_3991",0,0
"5269","group_3992",0,0
"5270","group_3993",0,0
"5271","group_3994",0,0
"5272","group_3995",0,0
"5273","group_3996",0,0
"5274","group_4006",0,0
"5275","group_4007",0,0
"5276","group_4008",0,0
"5277","group_4010",0,0
"5278","group_4011",0,0
"5279","group_4012",0,0
"5280","group_4013",0,0
"5281","group_4014",0,0
"5282","group_4015",0,0
"5283","group_4016",0,0
"5284","group_4017",0,0
"5285","group_4018",0,0
"5286","dnaG_2",0,0
"5287","group_4020",0,0
"5288","group_4021",0,0
"5289","intS_3",0,0
"5290","group_4023",0,0
"5291","group_4026",0,0
"5292","group_4027",0,0
"5293","group_4028",0,0
"5294","group_4029",0,0
"5295","group_4030",0,0
"5296","group_4031",0,0
"5297","group_4032",0,0
"5298","group_4033",0,0
"5299","group_4034",0,0
"5300","group_4035",0,0
"5301","group_4036",0,0
"5302","group_4037",0,0
"5303","group_4038",0,0
"5304","group_4039",0,0
"5305","group_4040",0,0
"5306","group_4041",0,0
"5307","group_4042",0,0
"5308","group_4043",0,0
"5309","group_4044",0,0
"5310","group_4046",0,0
"5311","group_4047",0,0
"5312","group_4048",0,0
"5313","group_405",0,0
"5314","group_4050",0,0
"5315","group_4051",0,0
"5316","group_4052",0,0
"5317","group_4053",0,0
"5318","group_4054",0,0
"5319","group_4056",0,0
"5320","group_4057",0,0
"5321","group_4058",0,0
"5322","group_4059",0,0
"5323","group_4072",1,0
"5324","group_4073",1,0
"5325","group_4074",1,0
"5326","group_4075",1,0
"5327","group_4076",1,0
"5328","group_4077",1,0
"5329","group_4078",1,0
"5330","group_4079",1,0
"5331","group_4080",1,0
"5332","group_4081",1,0
"5333","group_4082",1,0
"5334","group_4083",1,0
"5335","group_4084",1,0
"5336","group_4085",1,0
"5337","group_4086",1,0
"5338","group_4087",1,0
"5339","group_4088",1,0
"5340","group_4089",1,0
"5341","group_4090",1,0
"5342","group_4091",1,0
"5343","group_4092",1,0
"5344","group_4093",1,0
"5345","group_4094",1,0
"5346","group_4095",1,0
"5347","group_4096",1,0
"5348","group_4097",1,0
"5349","group_4098",1,0
"5350","group_4099",1,0
"5351","group_4100",1,0
"5352","group_4101",1,0
"5353","group_4102",1,0
"5354","group_4103",1,0
"5355","group_4104",1,0
"5356","group_4105",1,0
"5357","group_4106",1,0
"5358","group_4107",1,0
"5359","group_4108",1,0
"5360","group_4109",1,0
"5361","group_4110",1,0
"5362","vjbR_2",1,0
"5363","group_4112",1,0
"5364","group_4113",1,0
"5365","group_4118",1,0
"5366","group_4125",1,0
"5367","group_4138",1,0
"5368","group_4139",1,0
"5369","group_4140",1,0
"5370","traM_3",1,0
"5371","group_4143",1,0
"5372","group_4148",0,0
"5373","group_4149",0,0
"5374","group_4150",0,0
"5375","group_4151",0,0
"5376","group_4152",0,0
"5377","group_4153",0,0
"5378","group_4155",0,0
"5379","group_4156",0,0
"5380","group_4157",0,0
"5381","group_4158",0,0
"5382","group_4159",0,0
"5383","group_4160",0,0
"5384","group_4161",0,0
"5385","group_4162",0,0
"5386","group_4163",0,0
"5387","group_4164",0,0
"5388","group_4165",0,0
"5389","group_4166",0,0
"5390","group_4167",0,0
"5391","group_4168",0,0
"5392","group_4169",0,0
"5393","group_4170",0,0
"5394","group_4171",0,0
"5395","group_4172",0,0
"5396","group_4173",0,0
"5397","group_4174",0,0
"5398","group_4175",0,0
"5399","group_4176",0,0
"5400","group_4177",0,0
"5401","group_4178",0,0
"5402","group_4179",0,0
"5403","group_4180",0,0
"5404","group_4181",0,0
"5405","group_4182",0,0
"5406","group_4183",0,0
"5407","group_4184",0,0
"5408","group_4185",0,0
"5409","group_4186",0,0
"5410","group_4187",0,0
"5411","group_4188",0,0
"5412","group_4189",0,0
"5413","group_4190",0,0
"5414","group_4191",0,0
"5415","group_4192",0,0
"5416","group_4193",0,0
"5417","group_4194",0,0
"5418","group_4195",0,0
"5419","group_4196",0,0
"5420","group_4197",0,0
"5421","group_4198",0,0
"5422","group_4199",0,0
"5423","group_4200",0,0
"5424","group_4201",0,0
"5425","group_4202",0,0
"5426","group_4203",0,0
"5427","group_4204",0,0
"5428","group_4205",0,0
"5429","group_4206",0,0
"5430","group_4248",1,0
"5431","group_4249",1,0
"5432","group_4250",1,0
"5433","group_4251",1,0
"5434","group_4252",1,0
"5435","group_4253",1,0
"5436","group_4259",0,0
"5437","group_4260",1,0
"5438","group_4317",1,0
"5439","group_4319",1,0
"5440","group_4345",1,0
"5441","group_4347",1,0
"5442","group_4348",1,0
"5443","group_4349",1,0
"5444","todT_1",1,0
"5445","cheR1",1,0
"5446","fixL_1",1,0
"5447","todT_2",1,0
"5448","group_4354",1,0
"5449","group_4355",1,0
"5450","group_4356",1,0
"5451","group_4357",1,0
"5452","group_4358",1,0
"5453","dosP",1,0
"5454","group_436",0,0
"5455","group_4360",1,0
"5456","group_4361",1,0
"5457","group_4362",1,0
"5458","group_4363",1,0
"5459","group_4364",1,0
"5460","group_4365",1,0
"5461","fixJ",1,0
"5462","group_4367",1,0
"5463","group_4368",1,0
"5464","group_4369",1,0
"5465","group_437",0,0
"5466","group_4370",1,0
"5467","group_4371",1,0
"5468","group_4372",1,0
"5469","group_4373",1,0
"5470","group_4374",1,0
"5471","group_4375",1,0
"5472","moeB",1,0
"5473","clpB_2",1,0
"5474","group_4378",1,0
"5475","mccF",1,0
"5476","group_438",0,0
"5477","group_4380",1,0
"5478","group_4381",1,0
"5479","group_4382",1,0
"5480","group_4383",1,0
"5481","group_4384",1,0
"5482","group_4385",1,0
"5483","group_4386",1,0
"5484","group_4387",1,0
"5485","group_4388",1,0
"5486","group_4389",1,0
"5487","group_439",0,0
"5488","group_4390",1,0
"5489","group_4391",1,0
"5490","group_4392",1,0
"5491","group_4393",1,0
"5492","group_4394",1,0
"5493","group_4395",1,0
"5494","group_4396",1,0
"5495","group_4397",1,0
"5496","group_4398",1,0
"5497","group_4399",1,0
"5498","group_4401",1,0
"5499","group_4402",1,0
"5500","group_4403",1,0
"5501","group_4404",1,0
"5502","group_4405",1,0
"5503","group_4406",1,0
"5504","group_4407",1,0
"5505","group_4408",1,0
"5506","group_4409",1,0
"5507","group_4410",1,0
"5508","group_4411",1,0
"5509","group_4412",1,0
"5510","group_4413",1,0
"5511","group_4414",1,0
"5512","group_4415",1,0
"5513","group_4417",1,0
"5514","group_4419",1,0
"5515","group_4420",1,0
"5516","group_4421",1,0
"5517","htpX_3",1,0
"5518","group_4423",1,0
"5519","group_4424",1,0
"5520","group_4425",1,0
"5521","group_4426",1,0
"5522","group_4427",1,0
"5523","group_4428",1,0
"5524","group_4429",1,0
"5525","group_443",0,0
"5526","group_4430",1,0
"5527","group_4431",1,0
"5528","group_4432",1,0
"5529","group_4433",1,0
"5530","group_4434",1,0
"5531","group_4435",1,0
"5532","group_4436",1,0
"5533","group_4437",1,0
"5534","group_4438",1,0
